type,brickid,longitude,latitude
fcbk,BKI-26092,82.2285982246,25.7057644886
fcbk,BKI-26093,82.2964377955,25.7966536966
fcbk,BKI-26094,82.3256536583,25.6839120334
fcbk,BKI-26095,73.8282041218,29.3683735814
fcbk,BKI-26096,73.4951288072,29.225634365
fcbk,BKI-26097,73.8066060042,29.3665575992
fcbk,BKI-26098,73.8236128598,29.3682456184
fcbk,BKI-26099,73.8244916843,29.3681570574
fcbk,BKI-26103,84.7858225668,26.474921557
zigzag,BKI-26104,85.099530867,26.7817488745
zigzag,BKI-26105,85.0427148119,26.4642134207
fcbk,BKI-26106,81.9540261071,27.0111815367
fcbk,BKI-26107,81.8005294126,27.0150270884
fcbk,BKI-26108,81.7262043792,27.150458099
fcbk,BKI-26109,81.5348597408,26.8609590188
fcbk,BKI-26110,83.0570639429,27.2619983627
fcbk,BKI-26111,73.5864634616,29.2973353301
fcbk,BKI-26112,73.5853054324,29.3020582925
fcbk,BKI-26113,73.5849497592,29.3026952473
fcbk,BKI-26114,73.4835173064,29.234174102
fcbk,BKI-26115,82.9752727772,25.1542338753
fcbk,BKI-26116,83.0109505711,25.1343150966
zigzag,BKI-26117,83.1090460874,25.5427080549
fcbk,BKI-26118,73.5854777014,29.2992426014
fcbk,BKI-26119,82.2985050466,25.2057319205
fcbk,BKI-26120,82.1828337878,25.3397171086
fcbk,BKI-26121,82.2603571778,26.1641354754
zigzag,BKI-26122,82.1386436848,26.2940974106
zigzag,BKI-26123,84.8648018578,26.0605971553
fcbk,BKI-26124,73.8251638125,33.0625461171
fcbk,BKI-26125,81.8596846137,26.4265050397
fcbk,BKI-26126,81.6850512079,26.6090518823
fcbk,BKI-26127,73.7782806712,33.1529868183
fcbk,BKI-26128,81.8315542873,26.5204350616
fcbk,BKI-26129,73.7686112605,33.1592785792
fcbk,BKI-26130,73.7772699391,33.1495069273
fcbk,BKI-26131,85.0666064672,24.6073801725
fcbk,BKI-26132,81.6701162208,26.4067993102
fcbk,BKI-26133,81.5932243591,26.5105643723
fcbk,BKI-26134,81.5694333457,26.7670236123
fcbk,BKI-26135,81.9542486826,26.1422449074
fcbk,BKI-26138,85.1873892538,26.6427466197
zigzag,BKI-26139,85.4801256964,26.5490709208
fcbk,BKI-26140,85.5665934375,26.7773357504
fcbk,BKI-26141,85.4615893911,26.564080599
fcbk,BKI-26142,85.1514133569,26.5393071492
zigzag,BKI-26143,85.4586053561,26.5653902953
fcbk,BKI-26144,85.2794008697,26.5567108304
fcbk,BKI-26145,85.4523046222,26.5767393595
zigzag,BKI-26146,85.2938354161,26.4923932387
fcbk,BKI-26147,85.1590153798,26.4428204502
zigzag,BKI-26148,85.4838729298,26.5758307239
fcbk,BKI-26151,80.8184415457,28.3409772231
fcbk,BKI-26152,80.9674731494,28.3361362783
fcbk,BKI-26153,80.6623949583,28.0830654251
fcbk,BKI-26154,73.274486643,29.2012968222
fcbk,BKI-26155,73.2948096953,29.1937866142
fcbk,BKI-26156,73.2726527672,29.1977411693
fcbk,BKI-26157,73.2724297586,29.2158315858
fcbk,BKI-26169,82.7078201191,26.6683284691
fcbk,BKI-26170,78.5218242902,28.818217418
fcbk,BKI-26171,78.808677524,29.1700998354
fcbk,BKI-26172,78.5553661687,28.7864836222
fcbk,BKI-26173,78.418127129,28.9392275219
fcbk,BKI-26174,78.448948084,29.1032728937
fcbk,BKI-26175,78.4936942422,28.9429879926
fcbk,BKI-26176,78.6176448259,28.8377482347
fcbk,BKI-26177,78.5371716871,28.8030515117
fcbk,BKI-26183,81.0494003008,28.0931771583
fcbk,BKI-26184,81.9311009814,27.2391234701
fcbk,BKI-26185,81.7820617872,27.358639229
fcbk,BKI-26186,81.628799755,27.5823347001
fcbk,BKI-26187,81.5565883533,27.2181184792
fcbk,BKI-26188,81.7758257075,27.2444257611
zigzag,BKI-26189,81.2535663579,25.9306594189
fcbk,BKI-26190,81.1169195565,25.8555128882
fcbk,BKI-26191,81.4867184629,25.8794673977
fcbk,BKI-26192,81.2584129209,26.6736321686
fcbk,BKI-26194,87.1399589336,23.6746934444
fcbk,BKI-26195,87.0571912894,23.7145981246
zigzag,BKI-26196,88.2489933959,23.5622711462
zigzag,BKI-26197,88.2378595479,23.8558832055
zigzag,BKI-26198,87.9123385503,23.6351721306
fcbk,BKI-26199,81.1931876069,25.8364190773
fcbk,BKI-26200,81.3108580374,25.6154848606
fcbk,BKI-26201,79.7116682215,26.3583678182
fcbk,BKI-26202,84.0253444287,26.8232366241
fcbk,BKI-26203,80.2501356218,28.3139406942
fcbk,BKI-26205,80.7632151304,25.7987209715
fcbk,BKI-26206,77.3751006105,30.3503156103
fcbk,BKI-26207,82.4796922708,25.5189754451
zigzag,BKI-26208,82.607829766,25.1894882857
zigzag,BKI-26209,82.7409091458,25.3794411031
fcbk,BKI-26210,80.504286678,28.0581599797
fcbk,BKI-26211,80.5163025966,28.0534656296
fcbk,BKI-26212,80.3459313566,28.2768059227
fcbk,BKI-26213,80.2471387678,28.3415425655
fcbk,BKI-26214,86.3932177203,26.5152829604
fcbk,BKI-26215,86.3773060215,26.4097725285
zigzag,BKI-26216,86.3066664472,26.3966181036
zigzag,BKI-26217,86.3683878767,26.3961958545
fcbk,BKI-26218,86.3398430914,26.5280109977
fcbk,BKI-26219,86.3226284736,26.4673973974
zigzag,BKI-26220,85.6213428823,25.2481795986
fcbk,BKI-26221,82.5860768413,25.2026786536
fcbk,BKI-26222,82.4280323792,25.5432356844
fcbk,BKI-26223,73.6129607774,33.0692818443
zigzag,BKI-26224,86.2105042717,26.5136020229
zigzag,BKI-26225,86.3938580559,26.5858465258
fcbk,BKI-26226,85.6946643557,25.2080262705
zigzag,BKI-26227,85.6533062261,25.1828820611
fcbk,BKI-26228,73.8454651427,33.0667660336
fcbk,BKI-26229,76.9670158137,29.1086177844
zigzag,BKI-26230,77.2629301697,28.8844565464
zigzag,BKI-26231,77.2660960959,28.8924761423
fcbk,BKI-26232,79.9219154541,27.839467697
fcbk,BKI-26233,80.1731509548,27.8887073358
fcbk,BKI-26234,79.9494992888,27.8843405751
fcbk,BKI-26235,79.8401686542,28.6254649516
fcbk,BKI-26236,79.880285175,28.5670195392
fcbk,BKI-26237,79.7376570175,28.6863742763
fcbk,BKI-26240,82.9556667073,25.7346155391
fcbk,BKI-26241,82.502950785,25.9489237565
fcbk,BKI-26242,82.6937949447,25.6512278233
fcbk,BKI-26243,87.1190503691,23.2148236362
zigzag,BKI-26244,87.9299982349,22.3150476522
fcbk,BKI-26245,87.9319811909,22.308510408
fcbk,BKI-26246,82.4904642677,25.872848141
fcbk,BKI-26247,82.8832203456,25.1846226768
zigzag,BKI-26248,83.0592393082,25.4587306124
fcbk,BKI-26249,83.3212094745,25.5628126561
fcbk,BKI-26250,82.6768504215,26.2391555075
fcbk,BKI-26251,82.5311058959,26.3376068312
fcbk,BKI-26252,82.5631107556,26.0293577921
fcbk,BKI-26253,82.5827954918,26.1527114543
zigzag,BKI-26254,82.8437940992,26.3397784098
zigzag,BKI-26255,82.4794177478,26.291290144
fcbk,BKI-26256,83.9840838104,26.2290374768
fcbk,BKI-26257,82.5609606734,26.0208279708
fcbk,BKI-26258,82.4964983025,25.9961077368
fcbk,BKI-26259,83.8089153342,26.3183657373
fcbk,BKI-26260,84.0777863248,26.1561426129
fcbk,BKI-26261,84.2078227626,26.1864589593
fcbk,BKI-26262,84.187655207,26.2558322212
fcbk,BKI-26263,84.0936511456,26.3099053818
fcbk,BKI-26264,84.0512287006,26.7874427486
fcbk,BKI-26265,84.0630589327,26.7338039543
fcbk,BKI-26266,84.0597502068,26.7324534888
zigzag,BKI-26267,84.0537700959,26.5620976969
fcbk,BKI-26268,83.972151132,26.4104653205
fcbk,BKI-26269,83.9735148467,26.5605363771
fcbk,BKI-26270,83.9174846045,26.553116113
fcbk,BKI-26271,83.2796291871,25.1228401126
fcbk,BKI-26272,82.999897178,25.1444994539
fcbk,BKI-26273,82.8392741052,26.1210582811
fcbk,BKI-26274,79.365231408,28.3978530595
fcbk,BKI-26275,79.3861461504,28.6830029676
fcbk,BKI-26276,77.2965748761,29.3011685694
fcbk,BKI-26278,79.7249525649,28.712943346
fcbk,BKI-26279,79.7217057774,28.5003324911
fcbk,BKI-26280,83.0004196009,25.1583831041
zigzag,BKI-26281,77.3673010395,29.30628799
zigzag,BKI-26282,83.0012160582,25.1571085531
fcbk,BKI-26283,77.2350429724,29.5575036111
zigzag,BKI-26284,77.3912955314,29.5363881591
zigzag,BKI-26285,77.310426505,29.3406129379
fcbk,BKI-26286,77.4467137207,29.2695751809
zigzag,BKI-26287,77.4702532978,29.2347008155
zigzag,BKI-26288,77.4720160444,29.2036281839
fcbk,BKI-26289,77.4379468463,29.2809950707
zigzag,BKI-26290,77.3139009373,29.3092756445
fcbk,BKI-26291,77.2401727656,29.3194978762
zigzag,BKI-26292,77.2690288152,29.277979462
fcbk,BKI-26293,79.5855770802,28.4994872316
fcbk,BKI-26294,79.4458817459,28.72363662
fcbk,BKI-26295,79.6245701759,28.7772876257
fcbk,BKI-26296,79.3675579847,28.5017859497
fcbk,BKI-26297,79.5614310426,28.4829653677
fcbk,BKI-26298,79.6220387961,28.6608897422
fcbk,BKI-26299,79.6028857138,28.5115015588
fcbk,BKI-26300,77.0665357978,29.3526343373
fcbk,BKI-26304,83.4674020336,27.0876975764
fcbk,BKI-26305,83.3673245675,26.9703313033
fcbk,BKI-26306,83.3675252515,26.8616669515
fcbk,BKI-26307,83.681344605,27.0286149858
fcbk,BKI-26308,77.0717568238,29.2996682418
fcbk,BKI-26309,77.4663313609,29.4199433345
fcbk,BKI-26310,77.4079139948,29.4120759195
fcbk,BKI-26311,77.2475692667,29.3344401203
fcbk,BKI-26312,77.0688766291,29.198999088
fcbk,BKI-26313,77.1764433147,29.3401298484
zigzag,BKI-26314,77.4096948304,29.2890747474
fcbk,BKI-26315,77.3219756106,29.3431578025
zigzag,BKI-26317,77.3674493867,29.3737781315
fcbk,BKI-26318,77.4335500383,29.1845685526
fcbk,BKI-26319,77.4631833883,29.2938017945
fcbk,BKI-26320,77.4111793998,29.4127749117
fcbk,BKI-26322,77.3200241157,29.3438685746
zigzag,BKI-26323,77.3199386779,29.3423793339
zigzag,BKI-26324,77.3652057519,29.4391871678
fcbk,BKI-26326,88.2235508389,22.0675829583
fcbk,BKI-26328,88.0122830827,22.0655433866
fcbk,BKI-26332,83.4369038188,26.3478717094
fcbk,BKI-26333,83.5219693181,26.1154132773
fcbk,BKI-26334,83.4990643102,26.2403182953
fcbk,BKI-26335,88.1563883153,25.023821383
fcbk,BKI-26337,77.3889053548,29.2824331757
fcbk,BKI-26338,74.3633006112,29.4353625559
fcbk,BKI-26339,74.4999144994,29.2824544123
fcbk,BKI-26340,81.6333303953,25.4967824825
fcbk,BKI-26341,81.8387909904,25.3442694994
fcbk,BKI-26342,84.7448311007,26.8708221203
fcbk,BKI-26343,84.9780623086,26.827344435
fcbk,BKI-26344,74.5315965124,29.2864095735
fcbk,BKI-26345,88.2355042128,23.497501607
fcbk,BKI-26346,87.8260932241,23.2431312217
zigzag,BKI-26347,88.0756542359,23.253513634
fcbk,BKI-26348,82.9071268568,26.7325467585
zigzag,BKI-26349,87.9591511639,23.155990454
fcbk,BKI-26353,73.9497321604,33.0333883321
fcbk,BKI-26354,83.0258907103,26.5477972982
fcbk,BKI-26355,82.9014253578,26.4656065495
zigzag,BKI-26356,83.1758167907,26.7002785215
fcbk,BKI-26357,83.3964946607,25.2510286439
fcbk,BKI-26358,83.5214601311,25.2614634538
fcbk,BKI-26359,74.2000041338,29.3542314461
fcbk,BKI-26360,74.1662325376,29.433721687
fcbk,BKI-26361,74.1027111356,29.479628199
fcbk,BKI-26362,74.1966783648,29.5403454111
fcbk,BKI-26363,74.1116051066,29.9098745099
fcbk,BKI-26364,74.2535670009,29.8140963772
fcbk,BKI-26365,73.9672275813,29.8793233158
fcbk,BKI-26366,73.9102427552,29.847514244
fcbk,BKI-26367,74.2716623403,29.8859469544
fcbk,BKI-26368,74.0521105126,29.7804424086
fcbk,BKI-26369,73.9164162447,29.816747104
fcbk,BKI-26370,74.2143081286,29.8782591101
fcbk,BKI-26371,83.0177160384,26.7544266074
fcbk,BKI-26372,79.7364963244,28.3456323234
fcbk,BKI-26373,80.1317781426,28.0927928144
fcbk,BKI-26374,74.056238715,29.6150850907
fcbk,BKI-26375,74.035138366,29.838093975
fcbk,BKI-26376,74.1146566882,29.6613239133
fcbk,BKI-26377,73.9889796936,29.9474480718
fcbk,BKI-26378,73.9573804077,29.640579406
fcbk,BKI-26383,74.1871028916,29.4890523248
fcbk,BKI-26384,74.177021592,29.3451001489
fcbk,BKI-26385,79.8842814213,27.9973883528
fcbk,BKI-26386,74.0132888386,29.440642475
fcbk,BKI-26387,74.2832537217,29.5550225628
fcbk,BKI-26388,74.12545401,29.4609129592
fcbk,BKI-26389,79.8546629413,28.3370097725
fcbk,BKI-26390,79.7867527696,28.2698455813
fcbk,BKI-26391,79.8464616492,28.070910057
fcbk,BKI-26392,74.3092215659,29.4511885835
fcbk,BKI-26393,74.2728947256,29.5433371732
fcbk,BKI-26394,74.2768727503,29.5568055884
fcbk,BKI-26395,74.0432965619,29.3551475263
fcbk,BKI-26397,79.9572111083,28.2431387592
fcbk,BKI-26398,78.4687134239,27.8384488714
fcbk,BKI-26399,78.7854399649,27.7090872588
fcbk,BKI-26400,83.6206940073,25.4701536577
fcbk,BKI-26404,78.7394053937,27.6592570212
fcbk,BKI-26407,78.5760788605,27.7723445128
fcbk,BKI-26408,78.8235283212,27.6730466382
zigzag,BKI-26409,87.0154271592,23.7440975405
fcbk,BKI-26410,87.0843401247,23.7228485286
fcbk,BKI-26411,87.0706867196,23.6131717819
fcbk,BKI-26412,83.4538833816,25.553056488
zigzag,BKI-26413,83.4033448406,25.4303157407
zigzag,BKI-26414,88.5936608474,22.617632434
fcbk,BKI-26418,78.4581310498,27.9412601434
fcbk,BKI-26419,80.9759795354,28.3243962612
fcbk,BKI-26420,78.489366423,27.6363193435
zigzag,BKI-26421,80.6870479633,28.0175966762
fcbk,BKI-26422,78.6170137959,27.765090921
fcbk,BKI-26423,78.6147058443,27.9294314781
fcbk,BKI-26424,78.5448468356,27.7954947802
fcbk,BKI-26425,78.5075344832,27.6325968341
fcbk,BKI-26427,87.2687490142,23.7717683071
zigzag,BKI-26428,87.0269152229,23.6469622804
fcbk,BKI-26429,86.9803896825,23.7411386802
fcbk,BKI-26430,87.1418204022,23.6702052043
fcbk,BKI-26432,86.9939878503,23.7577485792
fcbk,BKI-26433,87.2090708752,23.7333610971
fcbk,BKI-26434,78.3956042274,27.7585104819
fcbk,BKI-26435,78.3937749098,29.2822254271
fcbk,BKI-26436,83.3990610967,25.2517743303
fcbk,BKI-26437,83.3727908714,25.2328745267
fcbk,BKI-26438,83.6935795146,25.4097352219
zigzag,BKI-26439,83.7165913577,25.37050841
fcbk,BKI-26440,88.5687154004,22.1955325768
fcbk,BKI-26441,88.690260778,22.1917672824
fcbk,BKI-26442,87.1037678569,23.7347312296
fcbk,BKI-26443,78.7282130031,27.6424488105
fcbk,BKI-26444,78.8068030312,27.7594328248
fcbk,BKI-26445,87.0206531318,23.7204566347
fcbk,BKI-26446,83.4775651424,25.2875074685
zigzag,BKI-26447,80.8682439185,26.8698694275
fcbk,BKI-26448,80.9875429545,27.5032676185
fcbk,BKI-26449,80.9078342632,27.1208114976
zigzag,BKI-26450,80.7445946701,27.1177513865
fcbk,BKI-26451,80.7364096233,27.1259050875
fcbk,BKI-26453,80.3312582801,26.0405672439
zigzag,BKI-26454,80.8743866408,26.9536883509
fcbk,BKI-26455,81.0314505454,26.9142754091
fcbk,BKI-26456,80.6973743095,27.1730524382
zigzag,BKI-26457,80.8662720077,26.8607418064
fcbk,BKI-26458,81.0590447752,26.8007979424
fcbk,BKI-26459,88.9393239399,22.6130337539
fcbk,BKI-26460,88.7854702185,22.5238184501
zigzag,BKI-26461,81.0492184438,26.9428692078
fcbk,BKI-26462,80.7344805673,27.1388131411
fcbk,BKI-26463,81.0562807097,26.9483096659
fcbk,BKI-26464,80.725255746,27.1533947783
fcbk,BKI-26465,81.0168920198,26.9274609162
fcbk,BKI-26466,81.0400223044,27.0470326594
fcbk,BKI-26467,88.5406878568,22.2600434875
fcbk,BKI-26468,88.5727187197,22.264968645
fcbk,BKI-26469,80.8816879483,26.9558627333
zigzag,BKI-26470,77.1983129746,29.1642187657
zigzag,BKI-26471,77.1999871901,29.0535423578
fcbk,BKI-26472,77.4217262248,28.9507660371
fcbk,BKI-26473,80.120426308,27.0436637312
fcbk,BKI-26474,78.5642215577,28.6893826259
fcbk,BKI-26475,78.4804667088,29.3633740818
fcbk,BKI-26476,78.3895084319,29.2175936855
fcbk,BKI-26477,78.4578072721,29.3818684724
fcbk,BKI-26478,78.4024684175,29.2458304656
fcbk,BKI-26479,78.5729124835,28.7768239011
fcbk,BKI-26480,78.5783340933,28.5139114553
fcbk,BKI-26481,78.7948473718,28.7236655299
fcbk,BKI-26482,87.3483101495,23.0521860179
fcbk,BKI-26483,78.5168247212,28.7536309551
fcbk,BKI-26484,78.7390253835,28.6855866928
fcbk,BKI-26485,78.6351052059,28.6127701704
fcbk,BKI-26486,78.6280747225,28.4846521087
fcbk,BKI-26487,78.7206728839,28.4473043382
fcbk,BKI-26488,78.650581638,28.5728556016
fcbk,BKI-26489,78.8142620684,28.5975830917
fcbk,BKI-26490,78.5127242381,28.615060816
fcbk,BKI-26491,78.5756705467,28.5086118258
fcbk,BKI-26492,86.0540674957,26.5794058935
zigzag,BKI-26493,86.0922086107,26.6271367254
fcbk,BKI-26494,86.4072143685,26.5074012163
fcbk,BKI-26495,81.0242979699,26.9369799792
fcbk,BKI-26496,80.7174632145,27.1144469332
fcbk,BKI-26497,86.1593746668,26.6043942631
zigzag,BKI-26498,86.2002532314,26.4277164779
fcbk,BKI-26499,86.1577373609,26.6078059792
fcbk,BKI-26500,82.9261971069,26.0667454637
fcbk,BKI-26501,82.9686716995,26.0237664838
zigzag,BKI-26502,83.3125901456,26.0546728184
fcbk,BKI-26503,83.2032908184,26.1081214678
fcbk,BKI-26504,82.9847369142,26.2712046411
zigzag,BKI-26505,83.0676280566,26.0383570885
fcbk,BKI-26506,83.047579644,26.3866856469
zigzag,BKI-26507,83.2924259702,26.1085266603
fcbk,BKI-26508,82.9085466028,26.0894452003
fcbk,BKI-26509,81.047167386,26.9638627522
zigzag,BKI-26510,81.0468270049,26.9260052388
fcbk,BKI-26511,83.2232664802,26.1106412939
fcbk,BKI-26512,82.8882130229,26.2806973938
zigzag,BKI-26513,83.1697342241,26.2439415486
zigzag,BKI-26514,81.0340521516,26.7522064141
fcbk,BKI-26515,80.841873598,26.6906104223
fcbk,BKI-26516,80.6338208104,26.6179875974
fcbk,BKI-26517,81.0644464721,26.6826217493
fcbk,BKI-26518,81.04244673,26.9518926472
fcbk,BKI-26519,81.0320421572,26.6617957406
fcbk,BKI-26520,80.7349169122,27.1298462573
fcbk,BKI-26521,81.0583371133,27.1491328226
zigzag,BKI-26522,81.0600703666,26.9324644638
zigzag,BKI-26523,81.0614120765,26.3960836483
fcbk,BKI-26524,80.8886049578,26.5587450345
zigzag,BKI-26525,80.9280386013,26.7065967277
fcbk,BKI-26526,81.0292133265,26.4447435723
zigzag,BKI-26528,80.8516070212,26.6829731946
zigzag,BKI-26529,81.0102606353,26.7544256896
fcbk,BKI-26532,80.6797874655,26.4924734748
fcbk,BKI-26533,80.831153888,26.6805728821
zigzag,BKI-26534,80.8522831544,26.6418930275
fcbk,BKI-26535,80.9526862105,26.5329322104
zigzag,BKI-26536,81.0117389893,26.7545537266
fcbk,BKI-26537,77.3518840563,28.7458880113
zigzag,BKI-26538,77.2077848763,29.0564033508
fcbk,BKI-26542,81.0097521851,26.9082853102
fcbk,BKI-26543,81.0479230641,26.7929771817
fcbk,BKI-26545,80.3303650127,26.8527254827
zigzag,BKI-26546,83.546586355,26.8433206961
zigzag,BKI-26547,81.0475768412,26.9383290876
fcbk,BKI-26548,80.9081103941,27.1300221394
fcbk,BKI-26549,80.9490399733,27.0639642145
fcbk,BKI-26550,81.0521925231,26.7966733873
fcbk,BKI-26551,80.1905566378,27.085960293
fcbk,BKI-26552,80.449939683,26.9160312873
fcbk,BKI-26553,80.274684415,26.9961142092
fcbk,BKI-26554,80.9939584165,26.5756355208
fcbk,BKI-26555,81.027124019,26.507732982
fcbk,BKI-26557,80.373847385,27.1200611003
fcbk,BKI-26558,80.4427392111,26.9243124347
fcbk,BKI-26559,80.3986754476,27.0216091526
fcbk,BKI-26560,80.3487342406,26.9865043106
fcbk,BKI-26561,80.6619208479,26.012538547
fcbk,BKI-26562,80.2273502076,26.9022517595
fcbk,BKI-26564,78.3652434854,28.2933808331
fcbk,BKI-26565,80.2651407375,27.1050068543
fcbk,BKI-26566,80.3910709426,27.0237985945
fcbk,BKI-26567,78.2553208382,28.3792802155
zigzag,BKI-26568,87.908941041,25.4163853405
fcbk,BKI-26569,80.1914645141,26.6803382615
fcbk,BKI-26570,80.4577742893,26.5109650609
zigzag,BKI-26571,87.8897937395,25.2978170797
zigzag,BKI-26572,82.4110167809,25.8151523648
fcbk,BKI-26573,82.0641949281,25.8245749154
zigzag,BKI-26574,80.457930486,26.6391669553
zigzag,BKI-26575,85.426751204,26.521760788
zigzag,BKI-26576,85.4539812024,26.5695992102
zigzag,BKI-26577,82.09071635,25.7968416826
fcbk,BKI-26578,82.0501834338,25.8875392896
zigzag,BKI-26579,85.4982835025,26.6349044118
fcbk,BKI-26580,85.5583392763,26.5363458021
fcbk,BKI-26581,85.1901281741,26.7489250136
fcbk,BKI-26582,82.1936230332,25.8533187156
zigzag,BKI-26583,82.1167462727,25.837860296
fcbk,BKI-26584,82.0682084064,25.6243247612
zigzag,BKI-26585,81.5990738122,27.0980976125
fcbk,BKI-26586,80.2757370765,26.3328699214
fcbk,BKI-26587,81.8042280579,27.0265988506
zigzag,BKI-26588,81.7616381444,26.7939473558
fcbk,BKI-26589,81.9072951556,27.0076475622
zigzag,BKI-26590,82.8783141418,27.4297089546
fcbk,BKI-26591,83.1433410747,27.3369462272
fcbk,BKI-26592,83.0868558977,27.3072833065
fcbk,BKI-26593,74.4722239147,29.3386591293
fcbk,BKI-26594,83.2130138391,27.417805725
fcbk,BKI-26595,83.2311659057,27.198596633
fcbk,BKI-26596,83.0773668167,27.3104812275
fcbk,BKI-26597,80.2120298937,26.1170795205
fcbk,BKI-26598,80.39195754,26.343677272
fcbk,BKI-26599,80.542817397,26.0466404622
fcbk,BKI-26600,80.5556281047,26.0429660279
zigzag,BKI-26601,85.4238061795,26.5775281692
zigzag,BKI-26602,85.1561655729,26.5281992935
zigzag,BKI-26603,85.4945882541,26.6723388646
fcbk,BKI-26604,80.5512608209,26.1866833885
fcbk,BKI-26605,80.3100366955,26.3544697817
fcbk,BKI-26606,85.4517310413,26.7147086464
fcbk,BKI-26607,85.5583923095,26.667155862
fcbk,BKI-26608,80.9850013153,27.2876538262
fcbk,BKI-26609,81.0362437445,27.2928543737
zigzag,BKI-26610,85.4156612933,26.7515773463
fcbk,BKI-26611,85.4379021097,26.7059021258
fcbk,BKI-26612,83.0647657811,27.3467532228
fcbk,BKI-26613,83.0963873568,27.3603522838
fcbk,BKI-26614,80.4875013692,26.2741007343
fcbk,BKI-26619,83.272417012,27.2656380352
zigzag,BKI-26620,83.023968543,27.3238805726
fcbk,BKI-26621,80.9530449599,28.3315157031
fcbk,BKI-26622,80.6562719408,28.0264559078
fcbk,BKI-26624,85.1566166136,26.459151347
fcbk,BKI-26625,81.031105379,27.2733390235
fcbk,BKI-26626,80.7295792103,27.3260678821
fcbk,BKI-26627,88.7715824123,22.6477833354
fcbk,BKI-26628,85.2518431214,26.6367275015
fcbk,BKI-26629,85.2002004465,26.6441525023
fcbk,BKI-26630,85.1580736111,26.7030082584
fcbk,BKI-26631,85.3453244011,26.7072599055
zigzag,BKI-26633,77.0442412872,28.8988151989
zigzag,BKI-26634,77.3029716383,29.1629620853
fcbk,BKI-26635,77.4553097882,28.8813166812
fcbk,BKI-26636,87.0544374507,23.7165390155
zigzag,BKI-26637,80.9766103556,27.5214536118
fcbk,BKI-26638,87.0926212633,23.642878074
fcbk,BKI-26640,87.2576187135,23.7636712168
fcbk,BKI-26641,87.0259957949,23.6477632468
fcbk,BKI-26642,87.0858044857,23.7359575259
fcbk,BKI-26644,85.1422723002,26.541502095
fcbk,BKI-26645,85.1531107895,26.4444278033
fcbk,BKI-26646,85.285732577,26.5651923919
fcbk,BKI-26647,87.0617124582,23.6826760288
fcbk,BKI-26648,87.0179211137,23.737788527
fcbk,BKI-26649,80.8398146903,27.1959534376
fcbk,BKI-26650,80.8054929395,27.2179098421
fcbk,BKI-26651,80.9812729493,27.5063383309
fcbk,BKI-26652,80.6969099513,27.5867453325
fcbk,BKI-26653,80.8833997969,27.2794655563
fcbk,BKI-26654,85.1724586595,26.792068588
fcbk,BKI-26655,85.4540745979,26.5522859646
fcbk,BKI-26656,85.1390008451,26.4558696846
fcbk,BKI-26657,77.3368321737,28.7647419647
fcbk,BKI-26658,88.9230079167,22.645192918
fcbk,BKI-26659,88.927875621,22.6406702075
zigzag,BKI-26660,85.2806707383,26.4264976668
fcbk,BKI-26661,85.2362635612,26.6354723027
fcbk,BKI-26662,85.1383194096,26.528558932
zigzag,BKI-26663,85.2569847584,26.4124966614
fcbk,BKI-26664,81.0306041719,26.9018452896
fcbk,BKI-26665,80.7251859952,27.1391834127
zigzag,BKI-26666,85.4136279537,26.6096409279
fcbk,BKI-26667,85.1398382622,26.457590982
fcbk,BKI-26668,85.1881798502,26.6495016367
fcbk,BKI-26669,85.2431293586,26.6446390076
